"ACCOUNTID","BOOKAMOUNT","ASSETCLASSLEVEL1","EVENTDATE","TRADEDATE","QUANTITY","BOOKTOTALLOSS","BOOKTOTALGAIN"
159331,-3.7,Equity,2024-08-07 00:00:00.000,2024-08-07 00:00:00.000,3.7,0,0
159331,-20.95,Equity,2024-08-07 00:00:00.000,2024-08-07 00:00:00.000,20.95,0,0
159331,-267.4,Equity,2024-08-09 00:00:00.000,2024-08-09 00:00:00.000,267.4,0,0
159331,92.4,Equity,2024-08-09 00:00:00.000,2024-07-09 00:00:00.000,140,0,0
159331,175,Equity,2024-08-09 00:00:00.000,2024-07-05 00:00:00.000,250,0,0
159331,-210,Equity,2024-08-14 00:00:00.000,2024-08-14 00:00:00.000,210,0,0
159331,210,Equity,2024-08-14 00:00:00.000,2024-07-31 00:00:00.000,400,0,0
159331,201.3,Equity,2024-08-15 00:00:00.000,2024-07-19 00:00:00.000,200,0,0
159331,13.5,Equity,2024-08-15 00:00:00.000,2024-07-19 00:00:00.000,450,0,0
159331,475,Equity,2024-08-15 00:00:00.000,2024-08-12 00:00:00.000,1900,0,0
159331,387.5,Equity,2024-08-15 00:00:00.000,2024-07-15 00:00:00.000,250,0,0
159331,-1214.8,Equity,2024-08-15 00:00:00.000,2024-08-15 00:00:00.000,1214.8,0,0
159331,137.5,Equity,2024-08-15 00:00:00.000,2024-07-15 00:00:00.000,250,0,0
159331,135,Equity,2024-08-20 00:00:00.000,2024-08-02 00:00:00.000,100,0,0
159331,-135,Equity,2024-08-20 00:00:00.000,2024-08-20 00:00:00.000,135,0,0
159331,142.5,Equity,2024-09-30 00:00:00.000,2024-09-13 00:00:00.000,240,0,0
159331,89.07,Equity,2024-09-30 00:00:00.000,2024-09-25 00:00:00.000,125,0,0
159331,338.75,Equity,2024-09-30 00:00:00.000,2024-09-06 00:00:00.000,250,0,0
159331,-570.32,Equity,2024-09-30 00:00:00.000,2024-09-30 00:00:00.000,570.32,0,0
159331,153.56,Equity,2024-09-30 00:00:00.000,2024-09-30 00:00:00.000,153.56,0,0
159331,-89.07,Equity,2024-09-30 00:00:00.000,2024-09-25 00:00:00.000,125,0,0
159331,81.31,Equity,2024-09-30 00:00:00.000,2024-09-25 00:00:00.000,125,0,0
159331,1.71,Equity,2024-09-30 00:00:00.000,2024-09-25 00:00:00.000,125,0,0
159331,5.65,Equity,2024-09-30 00:00:00.000,2024-09-25 00:00:00.000,125,0,0
159331,0.4,Equity,2024-09-30 00:00:00.000,2024-09-25 00:00:00.000,125,0,0
159331,207,Equity,2024-10-01 00:00:00.000,2024-09-09 00:00:00.000,150,0,0
159331,-360.56,Equity,2024-10-01 00:00:00.000,2024-10-01 00:00:00.000,360.56,0,0
159331,-28020.6,Equity,2024-10-02 00:00:00.000,2024-10-02 00:00:00.000,30,0,0
159331,37360.8,Equity,2024-10-02 00:00:00.000,2015-12-31 00:00:00.000,40,0,0
159331,28020.6,Equity,2024-10-02 00:00:00.000,2020-05-13 00:00:00.000,30,0,0
159331,-24000,Equity,2024-10-02 00:00:00.000,2024-10-02 00:00:00.000,1000,0,0
159331,31627.01,Equity,2024-10-02 00:00:00.000,2024-10-02 00:00:00.000,1000,0,7627.01
159331,-219.6,Equity,2024-10-02 00:00:00.000,2024-10-02 00:00:00.000,219.6,0,0
159331,219.6,Equity,2024-10-02 00:00:00.000,2024-09-06 00:00:00.000,180,0,0
159331,-37360.8,Equity,2024-10-02 00:00:00.000,2024-10-02 00:00:00.000,40,0,0
159331,-7627.01,Equity,2024-10-03 00:00:00.000,2024-10-03 00:00:00.000,7627.01,0,0
159331,231,Equity,2024-10-07 00:00:00.000,2024-09-16 00:00:00.000,300,0,0
159331,-231,Equity,2024-10-07 00:00:00.000,2024-10-07 00:00:00.000,231,0,0
159331,95.5,Equity,2024-10-11 00:00:00.000,2024-09-27 00:00:00.000,200,0,0
159331,-95.5,Equity,2024-10-11 00:00:00.000,2024-10-11 00:00:00.000,95.5,0,0
159331,90.04,Equity,2024-10-11 00:00:00.000,2024-09-27 00:00:00.000,200,0,0
159331,5.46,Equity,2024-10-11 00:00:00.000,2024-09-27 00:00:00.000,200,0,0
159331,-95.5,Equity,2024-10-11 00:00:00.000,2024-09-27 00:00:00.000,200,0,0
159331,94,Equity,2024-10-14 00:00:00.000,2024-09-30 00:00:00.000,200,0,0
159331,-94,Equity,2024-10-14 00:00:00.000,2024-10-14 00:00:00.000,94,0,0
159331,185,Equity,2024-10-15 00:00:00.000,2024-09-30 00:00:00.000,500,0,0
159331,23.4,Equity,2024-10-15 00:00:00.000,2024-09-13 00:00:00.000,60,0,0
159331,125,Equity,2024-10-15 00:00:00.000,2024-09-30 00:00:00.000,250,0,0
159331,76.95,Equity,2024-10-15 00:00:00.000,2024-09-17 00:00:00.000,135,0,0
159331,-410.35,Equity,2024-10-15 00:00:00.000,2024-10-15 00:00:00.000,410.35,0,0
159331,-10800.9,Equity,2024-10-18 00:00:00.000,2024-10-18 00:00:00.000,15,0,0
159331,10800.9,Equity,2024-10-21 00:00:00.000,2024-10-21 00:00:00.000,10800.9,0,0
159331,273,Equity,2024-10-31 00:00:00.000,2024-10-17 00:00:00.000,300,0,0
159331,95.26,Equity,2024-11-04 00:00:00.000,2024-10-28 00:00:00.000,220,0,0
159331,93.94,Equity,2024-11-04 00:00:00.000,2024-10-28 00:00:00.000,220,0,0
159331,87.34,Equity,2024-11-04 00:00:00.000,2024-11-04 00:00:00.000,93.94,0,0
159331,101.86,Equity,2024-11-04 00:00:00.000,2024-10-28 00:00:00.000,220,0,0
159331,-22401.9,Equity,2024-11-04 00:00:00.000,2024-11-04 00:00:00.000,22401.9,0,0
159331,-95.26,Equity,2024-11-04 00:00:00.000,2024-10-28 00:00:00.000,220,0,0
159331,-22495.84,Equity,2024-11-04 00:00:00.000,2024-11-04 00:00:00.000,22495.84,0,0
159331,49.24,Equity,2024-11-07 00:00:00.000,2024-10-29 00:00:00.000,30,,
159331,41.85,Equity,2024-11-07 00:00:00.000,2024-10-29 00:00:00.000,30,,
159331,92.4,Equity,2024-11-08 00:00:00.000,2024-10-09 00:00:00.000,140,,
159331,175,Equity,2024-11-08 00:00:00.000,2024-10-04 00:00:00.000,250,,
159331,475,Equity,2024-11-14 00:00:00.000,2024-11-08 00:00:00.000,1900,,
159331,210,Equity,2024-11-14 00:00:00.000,2024-10-31 00:00:00.000,400,,
159331,13.5,Equity,2024-11-15 00:00:00.000,2024-10-18 00:00:00.000,450,,
159331,387.5,Equity,2024-11-15 00:00:00.000,2024-10-15 00:00:00.000,250,,
159331,137.5,Equity,2024-11-15 00:00:00.000,2024-10-15 00:00:00.000,250,,
159331,201.3,Equity,2024-11-15 00:00:00.000,2024-10-18 00:00:00.000,200,,
159331,135,Equity,2024-11-20 00:00:00.000,2024-11-01 00:00:00.000,100,0,0
159331,47.25,Equity,2024-11-21 00:00:00.000,2024-11-07 00:00:00.000,150,0,0
159331,156.24,Equity,2024-11-22 00:00:00.000,2024-11-04 00:00:00.000,279,0,0
159331,423,Equity,2024-11-22 00:00:00.000,2024-11-04 00:00:00.000,450,0,0
159331,159.16,Equity,2024-11-29 00:00:00.000,2024-11-29 00:00:00.000,159.16,0,0
159331,126,Equity,2024-12-02 00:00:00.000,2024-11-08 00:00:00.000,300,0,0
159331,220.4,Equity,2024-12-02 00:00:00.000,2024-11-14 00:00:00.000,580,0,0
159331,-505.56,Equity,2024-12-02 00:00:00.000,2024-12-02 00:00:00.000,505.56,0,0
159331,-300,Equity,2024-12-05 00:00:00.000,2024-12-05 00:00:00.000,300,0,0
159331,300,Equity,2024-12-05 00:00:00.000,2024-11-14 00:00:00.000,800,0,0
159331,19335.37,Equity,2024-12-06 00:00:00.000,2024-12-06 00:00:00.000,35,0,892.04
159331,146.9,Equity,2024-12-06 00:00:00.000,2024-11-15 00:00:00.000,130,0,0
159331,-146.9,Equity,2024-12-06 00:00:00.000,2024-12-06 00:00:00.000,146.9,0,0
159331,-19335.37,Equity,2024-12-09 00:00:00.000,2024-12-09 00:00:00.000,19335.37,0,0
159331,326,Equity,2024-12-10 00:00:00.000,2024-11-18 00:00:00.000,200,0,0
159331,-326,Equity,2024-12-10 00:00:00.000,2024-12-10 00:00:00.000,326,0,0
159331,423.3,Equity,2024-12-12 00:00:00.000,2024-11-21 00:00:00.000,510,0,0
159331,-423.3,Equity,2024-12-12 00:00:00.000,2024-12-12 00:00:00.000,423.3,0,0
159331,-848,Equity,2024-12-16 00:00:00.000,2024-12-16 00:00:00.000,848,0,0
159331,0,Equity,2024-12-16 00:00:00.000,2024-12-13 00:00:00.000,150,0,0
159331,120,Equity,2024-12-16 00:00:00.000,2024-12-09 00:00:00.000,600,0,0
159331,20,Equity,2024-12-16 00:00:00.000,2024-12-09 00:00:00.000,100,0,0
159331,708,Equity,2024-12-16 00:00:00.000,2024-12-02 00:00:00.000,400,0,0
159331,0,Equity,2024-12-16 00:00:00.000,2024-12-13 00:00:00.000,150,0,0
159331,91.11,Equity,2024-12-20 00:00:00.000,2024-12-17 00:00:00.000,125,0,0
159331,0.44,Equity,2024-12-20 00:00:00.000,2024-12-17 00:00:00.000,125,0,0
159331,6.33,Equity,2024-12-20 00:00:00.000,2024-12-17 00:00:00.000,125,0,0
159331,1.91,Equity,2024-12-20 00:00:00.000,2024-12-17 00:00:00.000,125,0,0
159331,-99.79,Equity,2024-12-20 00:00:00.000,2024-12-17 00:00:00.000,125,0,0
159331,-99.79,Equity,2024-12-20 00:00:00.000,2024-12-20 00:00:00.000,99.79,0,0
159331,99.79,Equity,2024-12-20 00:00:00.000,2024-12-17 00:00:00.000,125,0,0
159331,245,Equity,2024-12-23 00:00:00.000,2024-12-06 00:00:00.000,700,0,0
159331,357,Equity,2024-12-23 00:00:00.000,2024-12-05 00:00:00.000,70,0,0
159331,-602,Equity,2024-12-23 00:00:00.000,2024-12-23 00:00:00.000,602,0,0
159331,-75,Equity,2024-12-27 00:00:00.000,2024-12-27 00:00:00.000,75,0,0
159331,75,Equity,2024-12-27 00:00:00.000,2024-12-16 00:00:00.000,150,0,0
159331,-120,Equity,2024-12-30 00:00:00.000,2024-12-30 00:00:00.000,120,0,0
159331,120,Equity,2024-12-30 00:00:00.000,2024-12-02 00:00:00.000,40,0,0
159331,-142.5,Equity,2024-12-31 00:00:00.000,2024-12-31 00:00:00.000,142.5,0,0
159331,142.5,Equity,2024-12-31 00:00:00.000,2024-12-13 00:00:00.000,240,0,0
159331,254.96,Equity,2024-12-31 00:00:00.000,2024-12-31 00:00:00.000,254.96,0,0
159331,0,Equity,2025-01-02 00:00:00.000,2025-01-02 00:00:00.000,0,0,0
159331,-254.96,Equity,2025-01-02 00:00:00.000,2025-01-02 00:00:00.000,254.96,0,0
159331,207,Equity,2025-01-03 00:00:00.000,2024-12-09 00:00:00.000,150,0,0
159331,219.6,Equity,2025-01-03 00:00:00.000,2024-12-06 00:00:00.000,180,0,0
159331,-426.6,Equity,2025-01-03 00:00:00.000,2025-01-03 00:00:00.000,426.6,0,0
159331,338.75,Equity,2025-01-06 00:00:00.000,2024-12-06 00:00:00.000,250,0,0
159331,-338.75,Equity,2025-01-06 00:00:00.000,2025-01-06 00:00:00.000,338.75,0,0
159331,-243,Equity,2025-01-08 00:00:00.000,2025-01-08 00:00:00.000,243,0,0
159331,243,Equity,2025-01-08 00:00:00.000,2024-12-16 00:00:00.000,300,0,0
159331,95.5,Equity,2025-01-10 00:00:00.000,2024-12-27 00:00:00.000,200,0,0
159331,-95.5,Equity,2025-01-10 00:00:00.000,2025-01-10 00:00:00.000,95.5,0,0
159331,90.04,Equity,2025-01-10 00:00:00.000,2024-12-27 00:00:00.000,200,0,0
159331,5.46,Equity,2025-01-10 00:00:00.000,2024-12-27 00:00:00.000,200,0,0
159331,-95.5,Equity,2025-01-10 00:00:00.000,2024-12-27 00:00:00.000,200,0,0
159331,94,Equity,2025-01-14 00:00:00.000,2024-12-31 00:00:00.000,200,0,0
159331,-94,Equity,2025-01-14 00:00:00.000,2025-01-14 00:00:00.000,94,0,0
159331,87.75,Equity,2025-01-15 00:00:00.000,2024-12-17 00:00:00.000,135,0,0
159331,185,Equity,2025-01-15 00:00:00.000,2024-12-31 00:00:00.000,500,0,0
159331,23.4,Equity,2025-01-15 00:00:00.000,2024-12-13 00:00:00.000,60,0,0
159331,125,Equity,2025-01-15 00:00:00.000,2024-12-31 00:00:00.000,250,0,0
159331,-421.15,Equity,2025-01-15 00:00:00.000,2025-01-15 00:00:00.000,421.15,0,0
159331,225,Equity,2025-01-16 00:00:00.000,2024-12-16 00:00:00.000,450,0,0
159331,-225,Equity,2025-01-16 00:00:00.000,2025-01-16 00:00:00.000,225,0,0
159331,21759.39,Equity,2025-01-17 00:00:00.000,2025-01-17 00:00:00.000,50,0,3260.78
159331,-21759.39,Equity,2025-01-21 00:00:00.000,2025-01-21 00:00:00.000,21759.39,0,0
159331,124,Equity,2025-01-29 00:00:00.000,2025-01-08 00:00:00.000,400,0,0
159331,6560.23,Equity,2025-01-29 00:00:00.000,2025-01-29 00:00:00.000,6560.23,0,0
159331,-6684.23,Equity,2025-01-29 00:00:00.000,2025-01-29 00:00:00.000,6684.23,0,0
159331,292.5,Equity,2025-01-31 00:00:00.000,2025-01-17 00:00:00.000,300,0,0
159331,-292.5,Equity,2025-01-31 00:00:00.000,2025-01-31 00:00:00.000,292.5,0,0
159331,299.58,Equity,2025-01-31 00:00:00.000,2025-01-31 00:00:00.000,299.58,0,0
159331,-299.58,Equity,2025-02-03 00:00:00.000,2025-02-03 00:00:00.000,299.58,0,0
159331,106.4,Equity,2025-02-07 00:00:00.000,2025-01-10 00:00:00.000,140,0,0
159331,-106.4,Equity,2025-02-07 00:00:00.000,2025-02-07 00:00:00.000,106.4,0,0
159331,-175,Equity,2025-02-10 00:00:00.000,2025-02-10 00:00:00.000,175,0,0
159331,175,Equity,2025-02-10 00:00:00.000,2025-01-03 00:00:00.000,250,0,0
159331,475,Equity,2025-02-13 00:00:00.000,2025-02-10 00:00:00.000,1900,0,0
159331,-475,Equity,2025-02-13 00:00:00.000,2025-02-13 00:00:00.000,475,0,0
159331,-37257.94,Equity,2025-02-13 00:00:00.000,2025-02-13 00:00:00.000,200,0,0
159331,15.75,Equity,2025-02-14 00:00:00.000,2025-01-14 00:00:00.000,450,0,0
159331,36470.69,Equity,2025-02-14 00:00:00.000,2025-02-14 00:00:00.000,36470.69,0,0
159331,410,Equity,2025-02-14 00:00:00.000,2025-01-15 00:00:00.000,250,0,0
159331,214,Equity,2025-02-14 00:00:00.000,2025-01-31 00:00:00.000,400,0,0
159331,147.5,Equity,2025-02-14 00:00:00.000,2025-01-15 00:00:00.000,250,0,0
159331,-518.1,Equity,2025-02-18 00:00:00.000,2025-02-18 00:00:00.000,518.1,0,0
159331,201.3,Equity,2025-02-18 00:00:00.000,2025-01-24 00:00:00.000,200,0,0
159331,316.8,Equity,2025-02-18 00:00:00.000,2025-02-10 00:00:00.000,220,0,0
159331,23.56,Equity,2025-02-19 00:00:00.000,2025-02-19 00:00:00.000,23.56,0,0
159331,-23.78,Equity,2025-02-19 00:00:00.000,2025-02-19 00:00:00.000,23.78,0,0
159331,-20.02,Equity,2025-02-19 00:00:00.000,2025-02-19 00:00:00.000,20.02,0,0
159331,-20.03,Equity,2025-02-19 00:00:00.000,2025-02-19 00:00:00.000,20.03,0,0
159331,-3.53,Equity,2025-02-19 00:00:00.000,2025-02-19 00:00:00.000,3.53,0,0
159331,20.02,Equity,2025-02-19 00:00:00.000,2025-02-11 00:00:00.000,15,0,0
159331,23.78,Equity,2025-02-19 00:00:00.000,2025-02-11 00:00:00.000,15,0,0
159331,135,Equity,2025-02-20 00:00:00.000,2025-02-07 00:00:00.000,100,0,0
159331,-135,Equity,2025-02-20 00:00:00.000,2025-02-20 00:00:00.000,135,0,0
159331,156.24,Equity,2025-02-28 00:00:00.000,2025-02-03 00:00:00.000,279,0,0
159331,91.5,Equity,2025-02-28 00:00:00.000,2025-02-14 00:00:00.000,150,0,0
159331,-247.74,Equity,2025-02-28 00:00:00.000,2025-02-28 00:00:00.000,247.74,0,0
159331,256.73,Equity,2025-02-28 00:00:00.000,2025-02-28 00:00:00.000,256.73,0,0
159331,-256.73,Equity,2025-03-03 00:00:00.000,2025-03-03 00:00:00.000,256.73,0,0
159331,300,Equity,2025-03-06 00:00:00.000,2025-02-13 00:00:00.000,800,0,0
159331,-300,Equity,2025-03-06 00:00:00.000,2025-03-06 00:00:00.000,300,0,0
159331,307.4,Equity,2025-03-07 00:00:00.000,2025-02-21 00:00:00.000,580,0,0
159331,129,Equity,2025-03-07 00:00:00.000,2025-01-24 00:00:00.000,300,0,0
159331,-436.4,Equity,2025-03-07 00:00:00.000,2025-03-07 00:00:00.000,436.4,0,0
159331,342,Equity,2025-03-10 00:00:00.000,2025-02-14 00:00:00.000,200,0,0
159331,-342,Equity,2025-03-10 00:00:00.000,2025-03-10 00:00:00.000,342,0,0
159331,423.3,Equity,2025-03-13 00:00:00.000,2025-02-20 00:00:00.000,510,0,0
159331,47.25,Equity,2025-03-13 00:00:00.000,2025-02-27 00:00:00.000,150,0,0
159331,-7.09,Equity,2025-03-13 00:00:00.000,2025-03-13 00:00:00.000,7.09,0,0
159331,-463.46,Equity,2025-03-13 00:00:00.000,2025-03-13 00:00:00.000,463.46,0,0
159331,146.9,Equity,2025-03-14 00:00:00.000,2025-02-28 00:00:00.000,130,0,0
159331,-146.9,Equity,2025-03-14 00:00:00.000,2025-03-14 00:00:00.000,146.9,0,0
159331,120,Equity,2025-03-17 00:00:00.000,2025-03-10 00:00:00.000,600,0,0
159331,20,Equity,2025-03-17 00:00:00.000,2025-03-10 00:00:00.000,100,0,0
159331,-848,Equity,2025-03-17 00:00:00.000,2025-03-17 00:00:00.000,848,0,0
159331,708,Equity,2025-03-17 00:00:00.000,2025-03-03 00:00:00.000,400,0,0
159331,-44.82,Equity,2025-03-21 00:00:00.000,2025-03-21 00:00:00.000,44.82,0,0
159331,44.82,Equity,2025-03-21 00:00:00.000,2025-03-18 00:00:00.000,125,0,0
159331,245,Equity,2025-03-24 00:00:00.000,2025-03-06 00:00:00.000,700,0,0
159331,364.7,Equity,2025-03-24 00:00:00.000,2025-03-07 00:00:00.000,70,0,0
159331,-609.7,Equity,2025-03-24 00:00:00.000,2025-03-24 00:00:00.000,609.7,0,0
159331,78.75,Equity,2025-03-26 00:00:00.000,2025-03-14 00:00:00.000,150,0,0
159331,-78.75,Equity,2025-03-26 00:00:00.000,2025-03-26 00:00:00.000,78.75,0,0
159331,468,Equity,2025-03-28 00:00:00.000,2025-03-10 00:00:00.000,450,0,0
159331,120,Equity,2025-03-28 00:00:00.000,2025-02-28 00:00:00.000,40,0,0
159331,-588,Equity,2025-03-28 00:00:00.000,2025-03-28 00:00:00.000,588,0,0
159331,142.5,Equity,2025-03-31 00:00:00.000,2025-03-14 00:00:00.000,240,0,0
159331,-481.25,Equity,2025-03-31 00:00:00.000,2025-03-31 00:00:00.000,481.25,0,0
159331,338.75,Equity,2025-03-31 00:00:00.000,2025-03-07 00:00:00.000,250,0,0
159331,215.88,Equity,2025-03-31 00:00:00.000,2025-03-31 00:00:00.000,215.88,0,0
159331,207,Equity,2025-04-01 00:00:00.000,2025-03-10 00:00:00.000,150,0,0
159331,-422.88,Equity,2025-04-01 00:00:00.000,2025-04-01 00:00:00.000,422.88,0,0
159331,226.8,Equity,2025-04-02 00:00:00.000,2025-03-07 00:00:00.000,180,0,0
159331,-226.8,Equity,2025-04-02 00:00:00.000,2025-04-02 00:00:00.000,226.8,0,0
159331,243,Equity,2025-04-07 00:00:00.000,2025-03-17 00:00:00.000,300,0,0
159331,-243,Equity,2025-04-07 00:00:00.000,2025-04-07 00:00:00.000,243,0,0
159331,103,Equity,2025-04-11 00:00:00.000,2025-03-28 00:00:00.000,200,0,0
159331,-103,Equity,2025-04-11 00:00:00.000,2025-04-11 00:00:00.000,103,0,0
159331,94,Equity,2025-04-14 00:00:00.000,2025-03-31 00:00:00.000,200,0,0
159331,-94,Equity,2025-04-14 00:00:00.000,2025-04-14 00:00:00.000,94,0,0
159331,87.75,Equity,2025-04-15 00:00:00.000,2025-03-18 00:00:00.000,135,0,0
159331,-423.55,Equity,2025-04-15 00:00:00.000,2025-04-15 00:00:00.000,423.55,0,0
159331,125,Equity,2025-04-15 00:00:00.000,2025-03-31 00:00:00.000,250,0,0
159331,25.8,Equity,2025-04-15 00:00:00.000,2025-03-14 00:00:00.000,60,0,0
159331,185,Equity,2025-04-15 00:00:00.000,2025-03-31 00:00:00.000,500,0,0
159331,132,Equity,2025-04-23 00:00:00.000,2025-04-02 00:00:00.000,400,0,0
159331,-132,Equity,2025-04-23 00:00:00.000,2025-04-23 00:00:00.000,132,0,0
159331,6360.85,Equity,2025-04-25 00:00:00.000,2025-04-25 00:00:00.000,6360.85,0,0
159331,-6360.85,Equity,2025-04-25 00:00:00.000,2025-04-25 00:00:00.000,6360.85,0,0
159331,-292.5,Equity,2025-04-30 00:00:00.000,2025-04-30 00:00:00.000,292.5,0,0
159331,292.5,Equity,2025-04-30 00:00:00.000,2025-04-16 00:00:00.000,300,0,0
159331,219.3,Equity,2025-04-30 00:00:00.000,2025-04-30 00:00:00.000,219.3,0,0
159331,-219.3,Equity,2025-05-01 00:00:00.000,2025-05-01 00:00:00.000,219.3,0,0
159331,204.6,Equity,2025-05-05 00:00:00.000,2025-04-28 00:00:00.000,220,0,0
159331,-81.84,Equity,2025-05-05 00:00:00.000,2025-04-28 00:00:00.000,220,0,0
159331,81.84,Equity,2025-05-05 00:00:00.000,2025-04-28 00:00:00.000,220,0,0
159331,-204.6,Equity,2025-05-05 00:00:00.000,2025-05-05 00:00:00.000,204.6,0,0
159331,31.36,Equity,2025-05-06 00:00:00.000,2025-04-28 00:00:00.000,15,0,0
159331,-4.7,Equity,2025-05-06 00:00:00.000,2025-05-06 00:00:00.000,4.7,0,0
159331,-26.66,Equity,2025-05-06 00:00:00.000,2025-05-06 00:00:00.000,26.66,0,0
159331,-311.4,Equity,2025-05-09 00:00:00.000,2025-05-09 00:00:00.000,311.4,0,0
159331,106.4,Equity,2025-05-09 00:00:00.000,2025-04-09 00:00:00.000,140,0,0
159331,205,Equity,2025-05-09 00:00:00.000,2025-04-04 00:00:00.000,250,0,0
159331,214,Equity,2025-05-14 00:00:00.000,2025-04-30 00:00:00.000,400,0,0
159331,-214,Equity,2025-05-14 00:00:00.000,2025-05-14 00:00:00.000,214,0,0
159331,-1278.61,Equity,2025-05-15 00:00:00.000,2025-05-15 00:00:00.000,1278.61,0,0
159331,211.36,Equity,2025-05-15 00:00:00.000,2025-04-21 00:00:00.000,200,0,0
159331,15.75,Equity,2025-05-15 00:00:00.000,2025-04-25 00:00:00.000,450,0,0
159331,494,Equity,2025-05-15 00:00:00.000,2025-05-12 00:00:00.000,1900,0,0
159331,147.5,Equity,2025-05-15 00:00:00.000,2025-04-15 00:00:00.000,250,0,0
159331,410,Equity,2025-05-15 00:00:00.000,2025-04-15 00:00:00.000,250,0,0
159331,135,Equity,2025-05-20 00:00:00.000,2025-05-02 00:00:00.000,100,0,0
159331,-135,Equity,2025-05-20 00:00:00.000,2025-05-20 00:00:00.000,135,0,0
159331,-25600,Equity,2025-05-22 00:00:00.000,2025-05-22 00:00:00.000,800,0,0
159331,-7.09,Equity,2025-05-22 00:00:00.000,2025-05-22 00:00:00.000,7.09,0,0
159331,-12578.73,Equity,2025-05-22 00:00:00.000,2025-05-22 00:00:00.000,12578.73,0,0
159331,47.25,Equity,2025-05-22 00:00:00.000,2025-05-07 00:00:00.000,150,0,0
159331,30733.84,Equity,2025-05-22 00:00:00.000,2025-05-22 00:00:00.000,800,0,5133.84
159331,12538.57,Equity,2025-05-22 00:00:00.000,2025-05-22 00:00:00.000,150,0,8703.69
159331,468,Equity,2025-05-23 00:00:00.000,2025-05-05 00:00:00.000,450,0,0
159331,156.24,Equity,2025-05-23 00:00:00.000,2025-05-05 00:00:00.000,279,0,0
159331,-5758.08,Equity,2025-05-23 00:00:00.000,2025-05-23 00:00:00.000,5758.08,0,0
159331,229.2,Equity,2025-05-30 00:00:00.000,2025-05-30 00:00:00.000,229.2,0,0
159331,-91.5,Equity,2025-05-30 00:00:00.000,2025-05-30 00:00:00.000,91.5,0,0
159331,91.5,Equity,2025-05-30 00:00:00.000,2025-05-16 00:00:00.000,150,0,0
159331,237.8,Equity,2025-06-02 00:00:00.000,2025-05-19 00:00:00.000,580,0,0
159331,-467,Equity,2025-06-02 00:00:00.000,2025-06-02 00:00:00.000,467,0,0
159331,-1.38,Equity,2025-06-04 00:00:00.000,2025-06-04 00:00:00.000,1.38,0,0
159331,1.38,Equity,2025-06-04 00:00:00.000,2025-06-04 00:00:00.000,1.38,0,0
159331,340,Equity,2025-06-05 00:00:00.000,2025-05-15 00:00:00.000,800,0,0
159331,-340,Equity,2025-06-05 00:00:00.000,2025-06-05 00:00:00.000,340,0,0
159331,146.9,Equity,2025-06-06 00:00:00.000,2025-05-16 00:00:00.000,130,0,0
